brnd_name,gnrc_name,mftr_name,tot_mftr,year,cagr_avg_spnd_per_dsg_unt_19_23,chg_avg_spnd_per_dsg_unt_22_23,tot_spndng,tot_dsg_unts,tot_clms,tot_benes,avg_spnd_per_dsg_unt_wghtd,avg_spnd_per_clm,avg_spnd_per_bene,outlier_flag,tot_spndng_log
carbidopa-levodopa er,Carbidopa/Levodopa,ahp,1,2019,0.036145536,-0.004628889,111275.75,269682.0,2723,1066.0,0.423718277,40.86513037,104.386257,0,11.619775620563356
carbidopa-levodopa er,Carbidopa/Levodopa,ahp,1,2020,0.036145536,-0.004628889,16954.81,36389.0,392,149.0,0.492653839,43.25206633,113.7906711,0,9.738365826936757
carbidopa-levodopa er,Carbidopa/Levodopa,ahp,1,2021,0.036145536,-0.004628889,4512.8,8773.0,129,43.0,0.51582867,34.98294574,104.9488372,0,8.414894649794231
carbidopa-levodopa er,Carbidopa/Levodopa,ahp,1,2022,0.036145536,-0.004628889,4346.92,8784.0,107,43.0,0.490653845,40.62542056,101.0911628,0,8.377452848807803
carbidopa-levodopa er,Carbidopa/Levodopa,ahp,1,2023,0.036145536,-0.004628889,1448.77,2961.0,49,20.0,0.488382662,29.56673469,72.4385,0,7.279160202143373
carbidopa-levodopa er,Carbidopa/Levodopa,sciegen pharmac,1,2019,-0.025588908,-0.025588908,1467647.68,362319.875,7167,2473.0,1.973184551,103.6380657,257.5315611,0,14.199172140714193
carbidopa-levodopa er,Carbidopa/Levodopa,sciegen pharmac,1,2020,-0.025588908,-0.025588908,1312670.35,306657.0,5864,2065.5,2.054265301,110.6245765,283.2256,0,14.087574817307647
carbidopa-levodopa er,Carbidopa/Levodopa,sciegen pharmac,1,2021,-0.025588908,-0.025588908,1140251.52,251918.0,4719,1757.0,2.067207152,111.5126886,285.6825333,0,13.946760304613163
carbidopa-levodopa er,Carbidopa/Levodopa,sciegen pharmac,1,2022,-0.025588908,-0.025588908,836848.72,1674598.5,10698,7653.0,0.511246112,78.2247822,109.3491075,0,13.63739978735369
carbidopa-levodopa er,Carbidopa/Levodopa,sciegen pharmac,1,2023,-0.025588908,-0.025588908,20734627.9,43005191.3,268965,83614.0,0.498163882,77.09043147,247.980337,0,16.84731575422732
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,wockhardt usa l,1,2019,-0.042000714,-0.144560206,5946364.76,3017132.0,20087,4760.0,1.97438821,296.0305053,1249.236294,0,15.598290794270898
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,wockhardt usa l,1,2020,-0.042000714,-0.144560206,7152169.0,3872512.25,22859,5177.0,1.851441919,312.8819721,1381.527719,0,15.78292636512794
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,wockhardt usa l,1,2021,-0.042000714,-0.144560206,2680822.48,1346777.0,8609,3474.0,1.993868762,311.3976629,771.6817732,0,14.80163457394641
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,wockhardt usa l,1,2022,-0.042000714,-0.144560206,218122.75,111531.5,892,349.0,1.944033931,244.5322309,624.993553,0,12.292817841263382
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,wockhardt usa l,1,2023,-0.042000714,-0.144560206,52143.92,31366.0,235,80.0,1.663003986,221.8890213,651.799,0,10.86178204437061
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,sandoz,1,2019,-0.042967846,-0.053960403,10501510.23,5147355.55,37349,7072.0,2.040651182,281.1724606,1484.942057,0,16.16702973143797
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,sandoz,1,2020,-0.042967846,-0.053960403,10143324.97,5156730.5,35075,7416.0,1.968025535,289.1895929,1367.762267,0,16.13232650727642
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,sandoz,1,2021,-0.042967846,-0.053960403,17099237.58,8741370.0,51380,10117.0,1.956467317,332.7994858,1690.149015,0,16.65454449299613
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,sandoz,1,2022,-0.042967846,-0.053960403,15333275.91,8481921.304,47666,9269.0,1.809529126,321.681616,1654.253524,0,16.54553598599588
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,sandoz,1,2023,-0.042967846,-0.053960403,10616262.44,6204151.0,37241,7271.0,1.711886204,285.0692097,1460.082855,0,16.177897670059306
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,rising pharm,1,2019,-0.021352144,-0.021352144,1467647.68,362319.875,7167,2473.0,1.973184551,103.6380657,257.5315611,0,14.199172140714193
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,rising pharm,1,2020,-0.021352144,-0.021352144,1312670.35,306657.0,5864,2065.5,2.054265301,110.6245765,283.2256,0,14.087574817307647
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,rising pharm,1,2021,-0.021352144,-0.021352144,1140251.52,251918.0,4719,1757.0,2.067207152,111.5126886,285.6825333,0,13.946760304613163
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,rising pharm,1,2022,-0.021352144,-0.021352144,1528861.93,959012.0,4740,2246.0,1.592402669,322.544711,680.7043322,0,14.24003483406469
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,rising pharm,1,2023,-0.021352144,-0.021352144,4296023.9,2761288.0,12997,3499.0,1.558401458,330.5396553,1227.786196,0,15.273200711243426
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,sun pharma glob,1,2019,-0.011241178,-0.094602799,6177960.4,3177709.0,18826,4354.0,1.946319716,328.1610751,1418.916031,0,15.636498904464453
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,sun pharma glob,1,2020,-0.011241178,-0.094602799,859414.47,441369.0,3003,1325.0,1.952455511,286.1853047,648.6146943,0,13.6640077510919
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,sun pharma glob,1,2021,-0.011241178,-0.094602799,201010.34,94895.0,697,231.0,2.129519714,288.3936012,870.174632,0,12.21111660336023
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,sun pharma glob,1,2022,-0.011241178,-0.094602799,124970.82,61064.0,527,126.0,2.054643694,237.1362808,991.8319048,0,11.735843550869022
carbidopa-levodopa-entacapone,Carbidopa/Levodopa/Entacapone,sun pharma glob,1,2023,-0.011241178,-0.094602799,125466.64,68056.0,541,116.0,1.860268649,231.9161553,1081.608966,0,11.73980315569973
carbinoxamine maleate,Carbinoxamine Maleate,genus lifescien,1,2019,0.001871153,0.000832964,1467647.68,362319.875,7167,2473.0,1.973184551,103.6380657,257.5315611,0,14.199172140714193
carbinoxamine maleate,Carbinoxamine Maleate,genus lifescien,1,2020,0.001871153,0.000832964,1312670.35,306657.0,5864,2065.5,2.054265301,110.6245765,283.2256,0,14.087574817307647
carbinoxamine maleate,Carbinoxamine Maleate,genus lifescien,1,2021,0.001871153,0.000832964,1140251.52,251918.0,4719,1757.0,2.067207152,111.5126886,285.6825333,0,13.946760304613163
carbinoxamine maleate,Carbinoxamine Maleate,genus lifescien,1,2022,0.001871153,0.000832964,1030143.94,210455.0,4039,1566.0,2.228294388,116.4894737,289.8274169,0,13.84521006875251
carbinoxamine maleate,Carbinoxamine Maleate,foxland pharmac,1,2019,0.046100499,-0.012688686,1415361.13,33514.0,461,200.0,42.2319368,3070.197679,7076.80565,0,14.162895978578444
carbinoxamine maleate,Carbinoxamine Maleate,foxland pharmac,1,2020,0.046100499,-0.012688686,943855.73,19312.0,336,127.0,48.87405396,2809.094435,7431.934882,0,13.75772966454175
carbinoxamine maleate,Carbinoxamine Maleate,foxland pharmac,1,2021,0.046100499,-0.012688686,1610115.05,32560.0,455,120.0,49.45070792,3538.714396,13417.62542,0,14.291816815108294
carbinoxamine maleate,Carbinoxamine Maleate,foxland pharmac,1,2022,0.046100499,-0.012688686,1516203.73,29599.0,383,72.0,51.22482956,3958.756475,21058.38514,0,14.231720882240683
carbinoxamine maleate,Carbinoxamine Maleate,foxland pharmac,1,2023,0.046100499,-0.012688686,800751.66,15833.0,209,46.0,50.57485379,3831.347656,17407.64478,0,13.593307389351619
carbinoxamine maleate,Carbinoxamine Maleate,breckenridge,1,2019,-0.000274607,-0.067098288,32170.41,72244.0,838,435.0,0.464890058,38.38951074,73.95496552,0,10.378833448927539
carbinoxamine maleate,Carbinoxamine Maleate,breckenridge,1,2020,-0.000274607,-0.067098288,77997.48,159860.0,1804,865.0,0.504023281,43.23585366,90.17049711,0,11.264444618302363
carbinoxamine maleate,Carbinoxamine Maleate,breckenridge,1,2021,-0.000274607,-0.067098288,95820.51,186886.0,2070,901.0,0.531126997,46.29010145,106.3490677,0,11.470242469027202
carbinoxamine maleate,Carbinoxamine Maleate,breckenridge,1,2022,-0.000274607,-0.067098288,94771.52,200555.0,2212,1001.0,0.497779791,42.84426763,94.67684316,0,11.459234772803972
carbinoxamine maleate,Carbinoxamine Maleate,breckenridge,1,2023,-0.000274607,-0.067098288,50969.47,115547.0,1415,800.0,0.464379619,36.02082686,63.7118375,0,10.83900172440203
carbinoxamine maleate,Carbinoxamine Maleate,"biocomp pharma,",1,2019,-0.018188581,-0.189036373,19594.99,38916.0,570,295.0,0.503520146,34.37717544,66.42369492,0,9.883080232450109
carbinoxamine maleate,Carbinoxamine Maleate,"biocomp pharma,",1,2020,-0.018188581,-0.189036373,4792.14,9418.0,153,112.0,0.508827777,31.32117647,42.78696429,0,8.47494100799656
carbinoxamine maleate,Carbinoxamine Maleate,"biocomp pharma,",1,2022,-0.018188581,-0.189036373,7912.68,13715.0,247,154.0,0.576936201,32.0351417,51.38103896,0,8.976348186455134
carbinoxamine maleate,Carbinoxamine Maleate,"biocomp pharma,",1,2023,-0.018188581,-0.189036373,65779.38,140592.0,1619,802.0,0.467874275,40.62963558,82.01917706,0,11.094076896558226
carboplatin,Carboplatin,hospira/pfizer,1,2019,0.000409284,-0.066289107,22276.87,22238.0,401,130.0,1.001747909,55.55329177,171.3605385,0,10.011349088034846
carboplatin,Carboplatin,hospira/pfizer,1,2020,0.000409284,-0.066289107,17095.71,16722.0,303,117.0,1.022348403,56.42148515,146.1171795,0,9.746641326319128
carboplatin,Carboplatin,hospira/pfizer,1,2021,0.000409284,-0.066289107,28000.03,27310.0,476,158.0,1.025266569,58.82359244,177.2153798,0,10.239996574195048
carboplatin,Carboplatin,hospira/pfizer,1,2022,0.000409284,-0.066289107,47677.88,44367.0,822,289.0,1.074624834,58.00228711,164.9753633,0,10.772243811530453
carboplatin,Carboplatin,hospira/pfizer,1,2023,0.000409284,-0.066289107,30593.93,30490.6,589,265.0,1.003388913,51.9421562,115.4487925,0,10.328589587938476
carboplatin,Carboplatin,hospira-novaplu,1,2019,0.001871153,0.000832964,1467647.68,362319.875,7167,2473.0,1.973184551,103.6380657,257.5315611,0,14.199172140714193
carboplatin,Carboplatin,hospira-novaplu,1,2020,0.001871153,0.000832964,1312670.35,306657.0,5864,2065.5,2.054265301,110.6245765,283.2256,0,14.087574817307647
carboplatin,Carboplatin,hospira-novaplu,1,2021,0.001871153,0.000832964,1140251.52,251918.0,4719,1757.0,2.067207152,111.5126886,285.6825333,0,13.946760304613163
carboplatin,Carboplatin,hospira-novaplu,1,2022,0.001871153,0.000832964,1030143.94,210455.0,4039,1566.0,2.228294388,116.4894737,289.8274169,0,13.84521006875251
carboplatin,Carboplatin,"bpi labs, llc",1,2019,0.001871153,0.000832964,1467647.68,362319.875,7167,2473.0,1.973184551,103.6380657,257.5315611,0,14.199172140714193
carboplatin,Carboplatin,"bpi labs, llc",1,2020,0.001871153,0.000832964,1312670.35,306657.0,5864,2065.5,2.054265301,110.6245765,283.2256,0,14.087574817307647
carboplatin,Carboplatin,"bpi labs, llc",1,2021,0.001871153,0.000832964,1140251.52,251918.0,4719,1757.0,2.067207152,111.5126886,285.6825333,0,13.946760304613163
carboplatin,Carboplatin,"bpi labs, llc",1,2022,0.001871153,0.000832964,1030143.94,210455.0,4039,1566.0,2.228294388,116.4894737,289.8274169,0,13.84521006875251
carboplatin,Carboplatin,"bpi labs, llc",1,2023,0.001871153,0.000832964,6632.38,5218.0,111,64.0,1.271057877,59.75117117,103.6309375,0,8.799869757195607
carboplatin,Carboplatin,auromedics-eugi,1,2019,-0.02559651,-0.080594889,1467647.68,362319.875,7167,2473.0,1.973184551,103.6380657,257.5315611,0,14.199172140714193
carboplatin,Carboplatin,auromedics-eugi,1,2020,-0.02559651,-0.080594889,1312670.35,306657.0,5864,2065.5,2.054265301,110.6245765,283.2256,0,14.087574817307647
carboplatin,Carboplatin,auromedics-eugi,1,2022,-0.02559651,-0.080594889,5201.93,6455.0,110,37.0,0.805876065,47.29027273,140.5927027,0,8.556977207423133
carboplatin,Carboplatin,auromedics-eugi,1,2023,-0.02559651,-0.080594889,12714.3,17160.0,270,137.0,0.740926573,47.09,92.80510949,0,9.450561271757984
carboplatin,Carboplatin,app/fresenius k,1,2019,-0.024456336,-0.030793398,4219.85,3060.0,51,15.0,1.379035948,82.74215686,281.3233333,0,8.347791808548358
carboplatin,Carboplatin,app/fresenius k,1,2020,-0.024456336,-0.030793398,3644.96,2820.0,44,15.0,1.292539007,82.84,242.9973333,0,8.201374984251384
carboplatin,Carboplatin,app/fresenius k,1,2021,-0.024456336,-0.030793398,10543.93,7576.0,88,25.0,1.391754224,119.8173864,421.7572,0,9.263400454673677
carboplatin,Carboplatin,app/fresenius k,1,2022,-0.024456336,-0.030793398,3170.16,2460.0,39,21.0,1.288682927,81.28615385,150.96,0,8.061852730534422
carboplatin,Carboplatin,app/fresenius k,1,2023,-0.024456336,-0.030793398,6257.49,5010.0,81,44.0,1.249,77.25296296,142.2156818,0,8.741694220939847
carboplatin,Carboplatin,accord healthca,1,2019,-0.054605479,-0.06970083,17772.17,13859.2,280,102.0,1.282337364,63.47203571,174.2369608,0,9.785445295784859
carboplatin,Carboplatin,accord healthca,1,2020,-0.054605479,-0.06970083,25391.13,19840.0,405,141.0,1.279794859,62.69414815,180.0789362,0,10.142194562475831
carboplatin,Carboplatin,accord healthca,1,2021,-0.054605479,-0.06970083,26861.87,19530.0,374,151.0,1.375415771,71.82318182,177.8931788,0,10.198500314704209
carboplatin,Carboplatin,accord healthca,1,2022,-0.054605479,-0.06970083,42422.59,38527.0,737,265.0,1.101113245,57.56118046,160.0852453,0,10.655459854429326
carboplatin,Carboplatin,accord healthca,1,2023,-0.054605479,-0.06970083,9296.11,9075.0,173,89.0,1.024364738,53.73473988,104.4506742,0,9.137458878159553
carboplatin,Carboplatin,ingenus pharmac,1,2022,0.095583532,0.000832964,1030143.94,210455.0,4039,1566.0,2.228294388,116.4894737,289.8274169,0,13.84521006875251
carboplatin,Carboplatin,ingenus pharmac,1,2023,0.095583532,0.000832964,10867.62,5506.0,88,52.0,1.973777697,123.4956818,208.9926923,0,9.293635017133994
carboplatin,Carboplatin,teva parenteral,1,2019,-0.012555544,-0.052126281,94280.3,83423.0,1415,458.0,1.130147561,66.62918728,205.8521834,0,11.454038145669472
carboplatin,Carboplatin,teva parenteral,1,2020,-0.012555544,-0.052126281,96661.23,83064.0,1589,488.0,1.163695825,60.83148521,198.076291,0,11.478978015689544
carboplatin,Carboplatin,teva parenteral,1,2021,-0.012555544,-0.052126281,105278.95,90467.0,1754,540.0,1.163727658,60.02220639,194.9610185,0,11.56437827163502
carboplatin,Carboplatin,teva parenteral,1,2022,-0.012555544,-0.052126281,109694.56,96772.0,2008,598.0,1.133536147,54.62876494,183.4357191,0,11.605464171424172
carboplatin,Carboplatin,teva parenteral,1,2023,-0.012555544,-0.052126281,75023.41,69825.0,1366,528.0,1.074449123,54.92196925,142.0897917,0,11.225568806232328
cardizem,Diltiazem HCl,bausch health u,1,2019,0.019041491,0.039597568,451124.65,54621.0,394,103.0,8.366356664,1144.986421,4379.850971,0,13.01950118278639
cardizem,Diltiazem HCl,bausch health u,1,2020,0.019041491,0.039597568,447835.44,53233.0,360,84.0,9.00592283,1243.987333,5331.374286,0,13.01218335545009
cardizem,Diltiazem HCl,bausch health u,1,2021,0.019041491,0.039597568,363921.26,41437.0,277,74.0,8.79644401,1313.795163,4917.854865,0,12.80469555238068
cardizem,Diltiazem HCl,bausch health u,1,2022,0.019041491,0.039597568,305393.92,35377.0,212,55.0,8.678378497,1440.537359,5552.616727,0,12.6293610377056
cardizem cd,Diltiazem HCl,bausch health u,1,2019,0.028228498,-0.00516835,3894022.75,103729.0,1608,543.0,38.16060232,2421.655939,7171.312615,0,15.174953564022545
cardizem cd,Diltiazem HCl,bausch health u,1,2020,0.028228498,-0.00516835,3928724.31,102032.0,1597,441.0,39.26550758,2460.065316,8908.671905,0,15.18382558263255
cardizem cd,Diltiazem HCl,bausch health u,1,2021,0.028228498,-0.00516835,3650699.7,91331.0,1394,378.0,40.85908903,2618.866356,9657.935714,0,15.110429679737031
cardizem cd,Diltiazem HCl,bausch health u,1,2022,0.028228498,-0.00516835,3482842.79,83376.0,1220,320.0,42.87697851,2854.789172,10883.88372,0,15.063359699074507
cardizem cd,Diltiazem HCl,bausch health u,1,2023,0.028228498,-0.00516835,3265293.0,79236.0,1167,295.0,42.65537528,2798.023136,11068.78983,0,14.998860362580583
cardizem la,Diltiazem HCl,bausch health u,1,2019,0.001109305,0.014685507,4608225.62,1438540.0,20876,6476.0,3.295339389,220.7427486,711.5851791,0,15.343353659836083
cardizem la,Diltiazem HCl,bausch health u,1,2020,0.001109305,0.014685507,4591387.41,1457893.0,20515,6079.0,3.258548509,223.8063568,755.2866277,0,15.33969302213589
cardizem la,Diltiazem HCl,bausch health u,1,2021,0.001109305,0.014685507,4368406.2,1362904.0,18978,5790.0,3.312671585,230.1826431,754.4743005,0,15.289909015505067
cardizem la,Diltiazem HCl,bausch health u,1,2022,0.001109305,0.014685507,4072302.06,1298414.0,17822,5489.0,3.26208057,228.4986006,741.9023611,0,15.219719259786878
cardizem la,Diltiazem HCl,bausch health u,1,2023,0.001109305,0.014685507,2461644.68,771656.0,10862,3718.0,3.309985877,226.6290444,662.0884024,0,14.716340659853863
cardura,Doxazosin Mesylate,pfizer/viatris,1,2019,0.080509122,0.110866945,1223436.05,260653.0,3627,779.0,4.708481112,337.313496,1570.521245,0,14.0171747097852
cardura,Doxazosin Mesylate,pfizer/viatris,1,2020,0.080509122,0.110866945,1159081.16,237216.0,3034,645.0,4.898184914,382.0307053,1797.025054,0,13.963139008506557
cardura,Doxazosin Mesylate,pfizer/viatris,1,2021,0.080509122,0.110866945,679796.5,128962.0,1737,439.0,5.276222126,391.3624065,1548.51139,0,13.429550238685168
cardura,Doxazosin Mesylate,pfizer/viatris,1,2022,0.080509122,0.110866945,188036.37,32398.0,430,124.0,5.777401361,437.2938837,1516.422339,0,12.144395998654382
cardura,Doxazosin Mesylate,pfizer/viatris,1,2023,0.080509122,0.110866945,127027.65,19784.0,266,75.0,6.417924201,477.5475564,1693.702,0,11.752167930550188
cardura,Doxazosin Mesylate,pfizer us pharm,1,2019,0.104812339,0.092483207,1467647.68,362319.875,7167,2473.0,1.973184551,103.6380657,257.5315611,0,14.199172140714193
cardura,Doxazosin Mesylate,pfizer us pharm,1,2020,0.104812339,0.092483207,1312670.35,306657.0,5864,2065.5,2.054265301,110.6245765,283.2256,0,14.087574817307647
cardura,Doxazosin Mesylate,pfizer us pharm,1,2021,0.104812339,0.092483207,38108.64,7862.0,76,72.0,4.75992504,501.4294737,529.2866667,0,10.548222547483746
cardura,Doxazosin Mesylate,pfizer us pharm,1,2022,0.104812339,0.092483207,328219.57,61466.0,659,191.0,5.318171953,498.0570106,1718.427068,0,12.701441130872169
cardura,Doxazosin Mesylate,pfizer us pharm,1,2023,0.104812339,0.092483207,338046.27,58100.0,615,166.0,5.810013552,549.6687317,2036.423313,0,12.730941016757773
cardura xl,Doxazosin Mesylate,pfizer/viatris,1,2019,0.060706156,0.091917787,673831.52,127787.0,2414,748.0,5.274399718,279.1348467,900.8442781,0,13.420736872369638
cardura xl,Doxazosin Mesylate,pfizer/viatris,1,2020,0.060706156,0.091917787,780192.14,140278.0,2681,716.0,5.559268626,291.0078851,1089.653827,0,13.56729678339876
cardura xl,Doxazosin Mesylate,pfizer/viatris,1,2021,0.060706156,0.091917787,820308.0,139046.0,2461,693.0,5.896615314,333.3230394,1183.705628,0,13.617436377526412
cardura xl,Doxazosin Mesylate,pfizer/viatris,1,2022,0.060706156,0.091917787,703080.86,114986.0,1990,657.0,6.114535304,353.3069648,1070.138295,0,13.46322860782598
cardura xl,Doxazosin Mesylate,pfizer/viatris,1,2023,0.060706156,0.091917787,804453.59,120473.0,2010,674.0,6.676569857,400.2256667,1193.551321,0,13.597919798824604
carefine pen needle,"Pen Needle, Diabetic",facet technolog,1,2019,0.013533361,0.029801361,120651.95,350263.0,2707,1263.0,0.343658124,44.57035464,95.52806809,0,11.700673521645268
carefine pen needle,"Pen Needle, Diabetic",facet technolog,1,2020,0.013533361,0.029801361,89879.49,262180.0,1773,813.0,0.341202558,50.69345178,110.5528782,0,11.406236177997801
carefine pen needle,"Pen Needle, Diabetic",facet technolog,1,2021,0.013533361,0.029801361,75958.34,216598.0,1430,681.0,0.349693497,53.11772028,111.5394126,0,11.237953476104904
carefine pen needle,"Pen Needle, Diabetic",facet technolog,1,2022,0.013533361,0.029801361,74209.34,209667.0,1361,678.0,0.352148098,54.52559882,109.4533038,0,11.21465877254646
carefine pen needle,"Pen Needle, Diabetic",facet technolog,1,2023,0.013533361,0.029801361,73563.08,201533.0,1379,639.0,0.36264259,53.34523568,115.1221909,0,11.205912142106726
caretouch alcohol prep pad,Alcohol Antiseptic Pads,whele llc,1,2019,-0.306797829,-0.354150334,4867.72,50050.0,456,161.0,0.097257143,10.67482456,30.23428571,0,8.490586347854247
caretouch alcohol prep pad,Alcohol Antiseptic Pads,whele llc,1,2020,-0.306797829,-0.354150334,1464.29,25200.0,230,86.0,0.058106746,6.366478261,17.02662791,0,7.289808454079642
caretouch alcohol prep pad,Alcohol Antiseptic Pads,whele llc,1,2021,-0.306797829,-0.354150334,4010.03,90410.0,790,237.0,0.044353833,5.075987342,16.91995781,0,8.296803345173645
caretouch alcohol prep pad,Alcohol Antiseptic Pads,whele llc,1,2022,-0.306797829,-0.354150334,655.8,18860.0,168,80.0,0.034772004,3.903571429,8.1975,0,6.487379558138218
caretouch alcohol prep pad,Alcohol Antiseptic Pads,whele llc,1,2023,-0.306797829,-0.354150334,353.93,15760.0,148,63.0,0.022457487,2.391418919,5.617936508,0,5.8719205869336815
caretouch pen needle,"Pen Needle, Diabetic",whele llc,1,2019,-0.248700264,0.001118817,2461.78,10570.0,93,51.0,0.232039917,26.47075269,48.27019608,0,7.80904607216601
caretouch pen needle,"Pen Needle, Diabetic",whele llc,1,2022,-0.248700264,0.001118817,844.86,11328.0,107,41.0,0.073846518,7.895887851,20.60634146,0,6.740353861278561
carisoprodol,Carisoprodol,wilshire pharma,1,2019,-0.056112569,-0.210345082,1467647.68,362319.875,7167,2473.0,1.973184551,103.6380657,257.5315611,0,14.199172140714193
carisoprodol,Carisoprodol,wilshire pharma,1,2020,-0.056112569,-0.210345082,170408.38,93356.0,1455,579.0,1.82536077,117.1191615,294.3149914,0,12.045958938810681
carisoprodol,Carisoprodol,wilshire pharma,1,2021,-0.056112569,-0.210345082,236288.62,127742.0,2145,812.0,1.849733212,110.1578648,290.9958374,0,12.372813534998999
carisoprodol,Carisoprodol,wilshire pharma,1,2022,-0.056112569,-0.210345082,45638.68,23478.0,457,249.0,1.943891303,99.86582057,183.2878715,0,10.728532792557917
carisoprodol,Carisoprodol,wilshire pharma,1,2023,-0.056112569,-0.210345082,9228.44,6012.0,100,67.0,1.535003327,92.2844,137.7379105,0,9.13015365393365
carisoprodol,Carisoprodol,wallace/mylan,1,2019,-0.050058835,-0.165733989,233085.93,104798.0,1864,916.0,2.224144831,125.0460998,254.4606223,0,12.359166753095776
carisoprodol,Carisoprodol,wallace/mylan,1,2020,-0.050058835,-0.165733989,367516.07,183486.0,3017,1036.0,2.002965185,121.8150713,354.7452413,0,12.8145250455359
carisoprodol,Carisoprodol,wallace/mylan,1,2021,-0.050058835,-0.165733989,391551.51,184822.0,3016,1049.0,2.118533021,129.8247712,373.2616873,0,12.877874910578662
carisoprodol,Carisoprodol,wallace/mylan,1,2022,-0.050058835,-0.165733989,385424.32,177539.0,2927,1173.0,2.170927627,131.6789614,328.579983,0,12.862102730780514
carisoprodol,Carisoprodol,wallace/mylan,1,2023,-0.050058835,-0.165733989,193196.98,106672.0,1838,804.0,1.811131131,105.1126115,240.2947512,0,12.171470745219354
carisoprodol,Carisoprodol,vensun/strides,1,2019,-0.299011703,-0.396063645,1583174.25,5481773.5,69959,29723.0,0.324465485,22.63002973,53.26428187,0,14.274943040252897
carisoprodol,Carisoprodol,vensun/strides,1,2020,-0.299011703,-0.396063645,254275.25,318193.0,5274,2520.0,0.892672012,48.21297876,100.902877,0,12.446176553419184
carisoprodol,Carisoprodol,vensun/strides,1,2021,-0.299011703,-0.396063645,24552.11,62213.0,974,466.0,0.566289394,25.20750513,52.68693133,0,10.108593805443801
carisoprodol,Carisoprodol,vensun/strides,1,2022,-0.299011703,-0.396063645,4888.52,37684.0,486,130.0,0.129724021,10.05868313,37.604,0,8.494849418141756
carisoprodol,Carisoprodol,vensun/strides,1,2023,-0.299011703,-0.396063645,913.66,11662.0,151,55.0,0.078345052,6.050728477,16.612,0,6.818552411521367
carisoprodol,Carisoprodol,rising pharm,1,2019,0.11975142,0.124112966,133030.75,609382.0,7780,3177.0,0.239243289,17.09906812,41.87307208,0,11.798343100518887
carisoprodol,Carisoprodol,rising pharm,1,2020,0.11975142,0.124112966,5676.27,41189.0,550,314.0,0.137084164,10.32049091,18.07729299,0,8.64422576237093
carisoprodol,Carisoprodol,rising pharm,1,2021,0.11975142,0.124112966,14027.47,42763.0,495,477.0,0.372020396,28.33832323,29.40769392,0,9.54884411511854
carisoprodol,Carisoprodol,rising pharm,1,2022,0.11975142,0.124112966,806124.89,2680414.0,33407,8128.0,0.334592572,24.13041848,99.17875123,0,13.599995200359208
carisoprodol,Carisoprodol,rising pharm,1,2023,0.11975142,0.124112966,1090468.15,3289187.0,42151,13577.0,0.376119848,25.87051671,80.31731237,0,13.902118574448325
carisoprodol,Carisoprodol,oxford pharmace,1,2019,0.100158639,-0.017005657,1467647.68,362319.875,7167,2473.0,1.973184551,103.6380657,257.5315611,0,14.199172140714193
carisoprodol,Carisoprodol,oxford pharmace,1,2020,0.100158639,-0.017005657,248397.42,2030637.0,21968,9072.0,0.122324876,11.30723871,27.38066799,0,12.422789268312696
carisoprodol,Carisoprodol,oxford pharmace,1,2021,0.100158639,-0.017005657,959824.74,6925497.0,83246,25503.0,0.138592904,11.5299803,37.63575815,0,13.774507026133785
carisoprodol,Carisoprodol,oxford pharmace,1,2022,0.100158639,-0.017005657,1681338.38,10146714.0,124797,27885.0,0.165702747,13.47258652,60.29544128,0,14.335101283744471
carisoprodol,Carisoprodol,oxford pharmace,1,2023,0.100158639,-0.017005657,2112136.81,12967054.0,160701,38394.0,0.162884863,13.14327111,55.01215841,0,14.563211172626508
carisoprodol,Carisoprodol,nostrum laborat,1,2019,-0.148062708,-0.366254332,1467647.68,362319.875,7167,2473.0,1.973184551,103.6380657,257.5315611,0,14.199172140714193
carisoprodol,Carisoprodol,nostrum laborat,1,2020,-0.148062708,-0.366254332,295514.71,141795.0,2182,776.0,2.08409824,135.432956,380.8179253,0,12.596477278543723
carisoprodol,Carisoprodol,nostrum laborat,1,2021,-0.148062708,-0.366254332,401377.16,196351.0,3129,1051.0,2.043850824,128.2764973,381.9002474,0,12.902659304297604
